position,name,type,varlab
3683,cl_tQuint2_15,float,Currently enrolled in teriary: Age 15:Quintile 2
3684,cl_tQuint3_15,float,Currently enrolled in teriary: Age 15:Quintile 3
3685,cl_tQuint4_15,float,Currently enrolled in teriary: Age 15:Quintile 4
3686,cl_tQuint5_15,float,Currently enrolled in teriary: Age 15:Richest quintile Male
3687,cl_tQuint1x_15,float,Currently enrolled in teriary: Age 15:Poorest quintile
3688,cl_tQuint2x_15,float,Currently enrolled in teriary: Age 15:Quintile 2
3689,cl_tQuint3x_15,float,Currently enrolled in teriary: Age 15:Quintile 3
3690,cl_tQuint4x_15,float,Currently enrolled in teriary: Age 15:Quintile 4
3691,cl_tQuint5x_15,float,Currently enrolled in teriary: Age 15:Richest quintile
3692,cl_pMalUrb_15,float,Currently enrolled in primary: Age 15:Male Urban
3693,cl_pFemUrb_15,float,Currently enrolled in primary: Age 15:Female Urban
3694,cl_pMalRur_15,float,Currently enrolled in primary: Age 15:Male Rural
3695,cl_pFemRur_15,float,Currently enrolled in primary: Age 15:Female Rural
3696,cl_pQuint1M_15,float,Currently enrolled in primary: Age 15:Poorest quintile Male
3697,cl_pQuint2M_15,float,Currently enrolled in primary: Age 15:Quintile 2 Male
3698,cl_pQuint3M_15,float,Currently enrolled in primary: Age 15:Quintile 3 Male
3699,cl_pQuint4M_15,float,Currently enrolled in primary: Age 15:Quintile 4 Male
3700,cl_pQuint5M_15,float,Currently enrolled in primary: Age 15:Richest quintile Male
3701,cl_pQuint1F_15,float,Currently enrolled in primary: Age 15:Poorest quintile Female
3702,cl_pQuint2F_15,float,Currently enrolled in primary: Age 15:Quintile 2 Female
3703,cl_pQuint3F_15,float,Currently enrolled in primary: Age 15:Quintile 3 Female
3704,cl_pQuint4F_15,float,Currently enrolled in primary: Age 15:Quintile 4 Female
3705,cl_pQuint5F_15,float,Currently enrolled in primary: Age 15:Richest quintile Female
3706,cl_pQuint1Mx_15,float,Currently enrolled in primary: Age 15:Poorest quintile Male
3707,cl_pQuint2Mx_15,float,Currently enrolled in primary: Age 15:Quintile 2 Male
3708,cl_pQuint3Mx_15,float,Currently enrolled in primary: Age 15:Quintile 3 Male
3709,cl_pQuint4Mx_15,float,Currently enrolled in primary: Age 15:Quintile 4 Male
3710,cl_pQuint5Mx_15,float,Currently enrolled in primary: Age 15:Richest quintile Male
3711,cl_pQuint1Fx_15,float,Currently enrolled in primary: Age 15:Poorest quintile Female
3712,cl_pQuint2Fx_15,float,Currently enrolled in primary: Age 15:Quintile 2 Female
3713,cl_pQuint3Fx_15,float,Currently enrolled in primary: Age 15:Quintile 3 Female
3714,cl_pQuint4Fx_15,float,Currently enrolled in primary: Age 15:Quintile 4 Female
3715,cl_pQuint5Fx_15,float,Currently enrolled in primary: Age 15:Richest quintile Female
3716,cl_sMalUrb_15,float,Currently enrolled in secondary: Age 15:Male Urban
3717,cl_sFemUrb_15,float,Currently enrolled in secondary: Age 15:Female Urban
3718,cl_sMalRur_15,float,Currently enrolled in secondary: Age 15:Male Rural
3719,cl_sFemRur_15,float,Currently enrolled in secondary: Age 15:Female Rural
3720,cl_sQuint1M_15,float,Currently enrolled in secondary: Age 15:Poorest quintile Male
3721,cl_sQuint2M_15,float,Currently enrolled in secondary: Age 15:Quintile 2 Male
3722,cl_sQuint3M_15,float,Currently enrolled in secondary: Age 15:Quintile 3 Male
3723,cl_sQuint4M_15,float,Currently enrolled in secondary: Age 15:Quintile 4 Male
3724,cl_sQuint5M_15,float,Currently enrolled in secondary: Age 15:Richest quintile Male
3725,cl_sQuint1F_15,float,Currently enrolled in secondary: Age 15:Poorest quintile Female
3726,cl_sQuint2F_15,float,Currently enrolled in secondary: Age 15:Quintile 2 Female
3727,cl_sQuint3F_15,float,Currently enrolled in secondary: Age 15:Quintile 3 Female
3728,cl_sQuint4F_15,float,Currently enrolled in secondary: Age 15:Quintile 4 Female
3729,cl_sQuint5F_15,float,Currently enrolled in secondary: Age 15:Richest quintile Female
3730,cl_sQuint1Mx_15,float,Currently enrolled in secondary: Age 15:Poorest quintile Male
3731,cl_sQuint2Mx_15,float,Currently enrolled in secondary: Age 15:Quintile 2 Male
3732,cl_sQuint3Mx_15,float,Currently enrolled in secondary: Age 15:Quintile 3 Male
3733,cl_sQuint4Mx_15,float,Currently enrolled in secondary: Age 15:Quintile 4 Male
3734,cl_sQuint5Mx_15,float,Currently enrolled in secondary: Age 15:Richest quintile Male
3735,cl_sQuint1Fx_15,float,Currently enrolled in secondary: Age 15:Poorest quintile Female
3736,cl_sQuint2Fx_15,float,Currently enrolled in secondary: Age 15:Quintile 2 Female
3737,cl_sQuint3Fx_15,float,Currently enrolled in secondary: Age 15:Quintile 3 Female
3738,cl_sQuint4Fx_15,float,Currently enrolled in secondary: Age 15:Quintile 4 Female
3739,cl_sQuint5Fx_15,float,Currently enrolled in secondary: Age 15:Richest quintile Female
3740,cl_tMalUrb_15,float,Currently enrolled in teriary: Age 15:Male Urban
3741,cl_tFemUrb_15,float,Currently enrolled in teriary: Age 15:Female Urban
3742,cl_tMalRur_15,float,Currently enrolled in teriary: Age 15:Male Rural
3743,cl_tFemRur_15,float,Currently enrolled in teriary: Age 15:Female Rural
3744,cl_tQuint1M_15,float,Currently enrolled in teriary: Age 15:Poorest quintile Male
3745,cl_tQuint2M_15,float,Currently enrolled in teriary: Age 15:Quintile 2 Male
3746,cl_tQuint3M_15,float,Currently enrolled in teriary: Age 15:Quintile 3 Male
3747,cl_tQuint4M_15,float,Currently enrolled in teriary: Age 15:Quintile 4 Male
3748,cl_tQuint5M_15,float,Currently enrolled in teriary: Age 15:Richest quintile Male
3749,cl_tQuint1F_15,float,Currently enrolled in teriary: Age 15:Poorest quintile Female
3750,cl_tQuint2F_15,float,Currently enrolled in teriary: Age 15:Quintile 2 Female
3751,cl_tQuint3F_15,float,Currently enrolled in teriary: Age 15:Quintile 3 Female
3752,cl_tQuint4F_15,float,Currently enrolled in teriary: Age 15:Quintile 4 Female
3753,cl_tQuint5F_15,float,Currently enrolled in teriary: Age 15:Richest quintile Female
3754,cl_tQuint1Mx_15,float,Currently enrolled in teriary: Age 15:Poorest quintile Male
3755,cl_tQuint2Mx_15,float,Currently enrolled in teriary: Age 15:Quintile 2 Male
3756,cl_tQuint3Mx_15,float,Currently enrolled in teriary: Age 15:Quintile 3 Male
3757,cl_tQuint4Mx_15,float,Currently enrolled in teriary: Age 15:Quintile 4 Male
3758,cl_tQuint5Mx_15,float,Currently enrolled in teriary: Age 15:Richest quintile Male
3759,cl_tQuint1Fx_15,float,Currently enrolled in teriary: Age 15:Poorest quintile Female
3760,cl_tQuint2Fx_15,float,Currently enrolled in teriary: Age 15:Quintile 2 Female
3761,cl_tQuint3Fx_15,float,Currently enrolled in teriary: Age 15:Quintile 3 Female
3762,cl_tQuint4Fx_15,float,Currently enrolled in teriary: Age 15:Quintile 4 Female
3763,cl_tQuint5Fx_15,float,Currently enrolled in teriary: Age 15:Richest quintile Female
3764,cl_pAll_16,float,Currently enrolled in primary: Age 16:All
3765,cl_pUrban_16,float,Currently enrolled in primary: Age 16:Urban
3766,cl_pRural_16,float,Currently enrolled in primary: Age 16:Rural
3767,cl_pMale_16,float,Currently enrolled in primary: Age 16:Male
3768,cl_pFemale_16,float,Currently enrolled in primary: Age 16:Female
3769,cl_pQuint1_16,float,Currently enrolled in primary: Age 16:Poorest quintile
3770,cl_pQuint2_16,float,Currently enrolled in primary: Age 16:Quintile 2
3771,cl_pQuint3_16,float,Currently enrolled in primary: Age 16:Quintile 3
3772,cl_pQuint4_16,float,Currently enrolled in primary: Age 16:Quintile 4
3773,cl_pQuint5_16,float,Currently enrolled in primary: Age 16:Richest quintile Male
3774,cl_pQuint1x_16,float,Currently enrolled in primary: Age 16:Poorest quintile
3775,cl_pQuint2x_16,float,Currently enrolled in primary: Age 16:Quintile 2
3776,cl_pQuint3x_16,float,Currently enrolled in primary: Age 16:Quintile 3
3777,cl_pQuint4x_16,float,Currently enrolled in primary: Age 16:Quintile 4
3778,cl_pQuint5x_16,float,Currently enrolled in primary: Age 16:Richest quintile
3779,cl_sAll_16,float,Currently enrolled in secondary: Age 16:All
3780,cl_sUrban_16,float,Currently enrolled in secondary: Age 16:Urban
3781,cl_sRural_16,float,Currently enrolled in secondary: Age 16:Rural
3782,cl_sMale_16,float,Currently enrolled in secondary: Age 16:Male
3783,cl_sFemale_16,float,Currently enrolled in secondary: Age 16:Female
3784,cl_sQuint1_16,float,Currently enrolled in secondary: Age 16:Poorest quintile
3785,cl_sQuint2_16,float,Currently enrolled in secondary: Age 16:Quintile 2
3786,cl_sQuint3_16,float,Currently enrolled in secondary: Age 16:Quintile 3
3787,cl_sQuint4_16,float,Currently enrolled in secondary: Age 16:Quintile 4
3788,cl_sQuint5_16,float,Currently enrolled in secondary: Age 16:Richest quintile Male
3789,cl_sQuint1x_16,float,Currently enrolled in secondary: Age 16:Poorest quintile
3790,cl_sQuint2x_16,float,Currently enrolled in secondary: Age 16:Quintile 2
3791,cl_sQuint3x_16,float,Currently enrolled in secondary: Age 16:Quintile 3
3792,cl_sQuint4x_16,float,Currently enrolled in secondary: Age 16:Quintile 4
3793,cl_sQuint5x_16,float,Currently enrolled in secondary: Age 16:Richest quintile
3794,cl_tAll_16,float,Currently enrolled in teriary: Age 16:All
3795,cl_tUrban_16,float,Currently enrolled in teriary: Age 16:Urban
3796,cl_tRural_16,float,Currently enrolled in teriary: Age 16:Rural
3797,cl_tMale_16,float,Currently enrolled in teriary: Age 16:Male
3798,cl_tFemale_16,float,Currently enrolled in teriary: Age 16:Female
3799,cl_tQuint1_16,float,Currently enrolled in teriary: Age 16:Poorest quintile
3800,cl_tQuint2_16,float,Currently enrolled in teriary: Age 16:Quintile 2
3801,cl_tQuint3_16,float,Currently enrolled in teriary: Age 16:Quintile 3
3802,cl_tQuint4_16,float,Currently enrolled in teriary: Age 16:Quintile 4
3803,cl_tQuint5_16,float,Currently enrolled in teriary: Age 16:Richest quintile Male
3804,cl_tQuint1x_16,float,Currently enrolled in teriary: Age 16:Poorest quintile
3805,cl_tQuint2x_16,float,Currently enrolled in teriary: Age 16:Quintile 2
3806,cl_tQuint3x_16,float,Currently enrolled in teriary: Age 16:Quintile 3
3807,cl_tQuint4x_16,float,Currently enrolled in teriary: Age 16:Quintile 4
3808,cl_tQuint5x_16,float,Currently enrolled in teriary: Age 16:Richest quintile
3809,cl_pMalUrb_16,float,Currently enrolled in primary: Age 16:Male Urban
3810,cl_pFemUrb_16,float,Currently enrolled in primary: Age 16:Female Urban
3811,cl_pMalRur_16,float,Currently enrolled in primary: Age 16:Male Rural
3812,cl_pFemRur_16,float,Currently enrolled in primary: Age 16:Female Rural
3813,cl_pQuint1M_16,float,Currently enrolled in primary: Age 16:Poorest quintile Male
3814,cl_pQuint2M_16,float,Currently enrolled in primary: Age 16:Quintile 2 Male
3815,cl_pQuint3M_16,float,Currently enrolled in primary: Age 16:Quintile 3 Male
3816,cl_pQuint4M_16,float,Currently enrolled in primary: Age 16:Quintile 4 Male
3817,cl_pQuint5M_16,float,Currently enrolled in primary: Age 16:Richest quintile Male
3818,cl_pQuint1F_16,float,Currently enrolled in primary: Age 16:Poorest quintile Female
3819,cl_pQuint2F_16,float,Currently enrolled in primary: Age 16:Quintile 2 Female
3820,cl_pQuint3F_16,float,Currently enrolled in primary: Age 16:Quintile 3 Female
3821,cl_pQuint4F_16,float,Currently enrolled in primary: Age 16:Quintile 4 Female
3822,cl_pQuint5F_16,float,Currently enrolled in primary: Age 16:Richest quintile Female
3823,cl_pQuint1Mx_16,float,Currently enrolled in primary: Age 16:Poorest quintile Male
3824,cl_pQuint2Mx_16,float,Currently enrolled in primary: Age 16:Quintile 2 Male
3825,cl_pQuint3Mx_16,float,Currently enrolled in primary: Age 16:Quintile 3 Male
3826,cl_pQuint4Mx_16,float,Currently enrolled in primary: Age 16:Quintile 4 Male
3827,cl_pQuint5Mx_16,float,Currently enrolled in primary: Age 16:Richest quintile Male
3828,cl_pQuint1Fx_16,float,Currently enrolled in primary: Age 16:Poorest quintile Female
3829,cl_pQuint2Fx_16,float,Currently enrolled in primary: Age 16:Quintile 2 Female
3830,cl_pQuint3Fx_16,float,Currently enrolled in primary: Age 16:Quintile 3 Female
3831,cl_pQuint4Fx_16,float,Currently enrolled in primary: Age 16:Quintile 4 Female
3832,cl_pQuint5Fx_16,float,Currently enrolled in primary: Age 16:Richest quintile Female
3833,cl_sMalUrb_16,float,Currently enrolled in secondary: Age 16:Male Urban
3834,cl_sFemUrb_16,float,Currently enrolled in secondary: Age 16:Female Urban
3835,cl_sMalRur_16,float,Currently enrolled in secondary: Age 16:Male Rural
3836,cl_sFemRur_16,float,Currently enrolled in secondary: Age 16:Female Rural
3837,cl_sQuint1M_16,float,Currently enrolled in secondary: Age 16:Poorest quintile Male
3838,cl_sQuint2M_16,float,Currently enrolled in secondary: Age 16:Quintile 2 Male
3839,cl_sQuint3M_16,float,Currently enrolled in secondary: Age 16:Quintile 3 Male
3840,cl_sQuint4M_16,float,Currently enrolled in secondary: Age 16:Quintile 4 Male
3841,cl_sQuint5M_16,float,Currently enrolled in secondary: Age 16:Richest quintile Male
3842,cl_sQuint1F_16,float,Currently enrolled in secondary: Age 16:Poorest quintile Female
3843,cl_sQuint2F_16,float,Currently enrolled in secondary: Age 16:Quintile 2 Female
3844,cl_sQuint3F_16,float,Currently enrolled in secondary: Age 16:Quintile 3 Female
3845,cl_sQuint4F_16,float,Currently enrolled in secondary: Age 16:Quintile 4 Female
3846,cl_sQuint5F_16,float,Currently enrolled in secondary: Age 16:Richest quintile Female
3847,cl_sQuint1Mx_16,float,Currently enrolled in secondary: Age 16:Poorest quintile Male
3848,cl_sQuint2Mx_16,float,Currently enrolled in secondary: Age 16:Quintile 2 Male
3849,cl_sQuint3Mx_16,float,Currently enrolled in secondary: Age 16:Quintile 3 Male
3850,cl_sQuint4Mx_16,float,Currently enrolled in secondary: Age 16:Quintile 4 Male
3851,cl_sQuint5Mx_16,float,Currently enrolled in secondary: Age 16:Richest quintile Male
3852,cl_sQuint1Fx_16,float,Currently enrolled in secondary: Age 16:Poorest quintile Female
3853,cl_sQuint2Fx_16,float,Currently enrolled in secondary: Age 16:Quintile 2 Female
3854,cl_sQuint3Fx_16,float,Currently enrolled in secondary: Age 16:Quintile 3 Female
3855,cl_sQuint4Fx_16,float,Currently enrolled in secondary: Age 16:Quintile 4 Female
3856,cl_sQuint5Fx_16,float,Currently enrolled in secondary: Age 16:Richest quintile Female
3857,cl_tMalUrb_16,float,Currently enrolled in teriary: Age 16:Male Urban
3858,cl_tFemUrb_16,float,Currently enrolled in teriary: Age 16:Female Urban
3859,cl_tMalRur_16,float,Currently enrolled in teriary: Age 16:Male Rural
3860,cl_tFemRur_16,float,Currently enrolled in teriary: Age 16:Female Rural
3861,cl_tQuint1M_16,float,Currently enrolled in teriary: Age 16:Poorest quintile Male
3862,cl_tQuint2M_16,float,Currently enrolled in teriary: Age 16:Quintile 2 Male
3863,cl_tQuint3M_16,float,Currently enrolled in teriary: Age 16:Quintile 3 Male
3864,cl_tQuint4M_16,float,Currently enrolled in teriary: Age 16:Quintile 4 Male
3865,cl_tQuint5M_16,float,Currently enrolled in teriary: Age 16:Richest quintile Male
3866,cl_tQuint1F_16,float,Currently enrolled in teriary: Age 16:Poorest quintile Female
3867,cl_tQuint2F_16,float,Currently enrolled in teriary: Age 16:Quintile 2 Female
3868,cl_tQuint3F_16,float,Currently enrolled in teriary: Age 16:Quintile 3 Female
3869,cl_tQuint4F_16,float,Currently enrolled in teriary: Age 16:Quintile 4 Female
3870,cl_tQuint5F_16,float,Currently enrolled in teriary: Age 16:Richest quintile Female
3871,cl_tQuint1Mx_16,float,Currently enrolled in teriary: Age 16:Poorest quintile Male
3872,cl_tQuint2Mx_16,float,Currently enrolled in teriary: Age 16:Quintile 2 Male
3873,cl_tQuint3Mx_16,float,Currently enrolled in teriary: Age 16:Quintile 3 Male
3874,cl_tQuint4Mx_16,float,Currently enrolled in teriary: Age 16:Quintile 4 Male
3875,cl_tQuint5Mx_16,float,Currently enrolled in teriary: Age 16:Richest quintile Male
3876,cl_tQuint1Fx_16,float,Currently enrolled in teriary: Age 16:Poorest quintile Female
3877,cl_tQuint2Fx_16,float,Currently enrolled in teriary: Age 16:Quintile 2 Female
3878,cl_tQuint3Fx_16,float,Currently enrolled in teriary: Age 16:Quintile 3 Female
3879,cl_tQuint4Fx_16,float,Currently enrolled in teriary: Age 16:Quintile 4 Female
3880,cl_tQuint5Fx_16,float,Currently enrolled in teriary: Age 16:Richest quintile Female
3881,cl_pAll_17,float,Currently enrolled in primary: Age 17:All
3882,cl_pUrban_17,float,Currently enrolled in primary: Age 17:Urban
3883,cl_pRural_17,float,Currently enrolled in primary: Age 17:Rural
3884,cl_pMale_17,float,Currently enrolled in primary: Age 17:Male
3885,cl_pFemale_17,float,Currently enrolled in primary: Age 17:Female
3886,cl_pQuint1_17,float,Currently enrolled in primary: Age 17:Poorest quintile
3887,cl_pQuint2_17,float,Currently enrolled in primary: Age 17:Quintile 2
3888,cl_pQuint3_17,float,Currently enrolled in primary: Age 17:Quintile 3
3889,cl_pQuint4_17,float,Currently enrolled in primary: Age 17:Quintile 4
3890,cl_pQuint5_17,float,Currently enrolled in primary: Age 17:Richest quintile Male
3891,cl_pQuint1x_17,float,Currently enrolled in primary: Age 17:Poorest quintile
3892,cl_pQuint2x_17,float,Currently enrolled in primary: Age 17:Quintile 2
3893,cl_pQuint3x_17,float,Currently enrolled in primary: Age 17:Quintile 3
3894,cl_pQuint4x_17,float,Currently enrolled in primary: Age 17:Quintile 4
3895,cl_pQuint5x_17,float,Currently enrolled in primary: Age 17:Richest quintile
3896,cl_sAll_17,float,Currently enrolled in secondary: Age 17:All
3897,cl_sUrban_17,float,Currently enrolled in secondary: Age 17:Urban
3898,cl_sRural_17,float,Currently enrolled in secondary: Age 17:Rural
3899,cl_sMale_17,float,Currently enrolled in secondary: Age 17:Male
3900,cl_sFemale_17,float,Currently enrolled in secondary: Age 17:Female
3901,cl_sQuint1_17,float,Currently enrolled in secondary: Age 17:Poorest quintile
3902,cl_sQuint2_17,float,Currently enrolled in secondary: Age 17:Quintile 2
3903,cl_sQuint3_17,float,Currently enrolled in secondary: Age 17:Quintile 3
3904,cl_sQuint4_17,float,Currently enrolled in secondary: Age 17:Quintile 4
3905,cl_sQuint5_17,float,Currently enrolled in secondary: Age 17:Richest quintile Male
3906,cl_sQuint1x_17,float,Currently enrolled in secondary: Age 17:Poorest quintile
3907,cl_sQuint2x_17,float,Currently enrolled in secondary: Age 17:Quintile 2
3908,cl_sQuint3x_17,float,Currently enrolled in secondary: Age 17:Quintile 3
3909,cl_sQuint4x_17,float,Currently enrolled in secondary: Age 17:Quintile 4
3910,cl_sQuint5x_17,float,Currently enrolled in secondary: Age 17:Richest quintile
3911,cl_tAll_17,float,Currently enrolled in teriary: Age 17:All
3912,cl_tUrban_17,float,Currently enrolled in teriary: Age 17:Urban
3913,cl_tRural_17,float,Currently enrolled in teriary: Age 17:Rural
3914,cl_tMale_17,float,Currently enrolled in teriary: Age 17:Male
3915,cl_tFemale_17,float,Currently enrolled in teriary: Age 17:Female
3916,cl_tQuint1_17,float,Currently enrolled in teriary: Age 17:Poorest quintile
3917,cl_tQuint2_17,float,Currently enrolled in teriary: Age 17:Quintile 2
3918,cl_tQuint3_17,float,Currently enrolled in teriary: Age 17:Quintile 3
3919,cl_tQuint4_17,float,Currently enrolled in teriary: Age 17:Quintile 4
3920,cl_tQuint5_17,float,Currently enrolled in teriary: Age 17:Richest quintile Male
3921,cl_tQuint1x_17,float,Currently enrolled in teriary: Age 17:Poorest quintile
3922,cl_tQuint2x_17,float,Currently enrolled in teriary: Age 17:Quintile 2
3923,cl_tQuint3x_17,float,Currently enrolled in teriary: Age 17:Quintile 3
3924,cl_tQuint4x_17,float,Currently enrolled in teriary: Age 17:Quintile 4
3925,cl_tQuint5x_17,float,Currently enrolled in teriary: Age 17:Richest quintile
3926,cl_pMalUrb_17,float,Currently enrolled in primary: Age 17:Male Urban
3927,cl_pFemUrb_17,float,Currently enrolled in primary: Age 17:Female Urban
3928,cl_pMalRur_17,float,Currently enrolled in primary: Age 17:Male Rural
3929,cl_pFemRur_17,float,Currently enrolled in primary: Age 17:Female Rural
3930,cl_pQuint1M_17,float,Currently enrolled in primary: Age 17:Poorest quintile Male
3931,cl_pQuint2M_17,float,Currently enrolled in primary: Age 17:Quintile 2 Male
3932,cl_pQuint3M_17,float,Currently enrolled in primary: Age 17:Quintile 3 Male
3933,cl_pQuint4M_17,float,Currently enrolled in primary: Age 17:Quintile 4 Male
3934,cl_pQuint5M_17,float,Currently enrolled in primary: Age 17:Richest quintile Male
3935,cl_pQuint1F_17,float,Currently enrolled in primary: Age 17:Poorest quintile Female
3936,cl_pQuint2F_17,float,Currently enrolled in primary: Age 17:Quintile 2 Female
3937,cl_pQuint3F_17,float,Currently enrolled in primary: Age 17:Quintile 3 Female
3938,cl_pQuint4F_17,float,Currently enrolled in primary: Age 17:Quintile 4 Female
3939,cl_pQuint5F_17,float,Currently enrolled in primary: Age 17:Richest quintile Female
3940,cl_pQuint1Mx_17,float,Currently enrolled in primary: Age 17:Poorest quintile Male
3941,cl_pQuint2Mx_17,float,Currently enrolled in primary: Age 17:Quintile 2 Male
3942,cl_pQuint3Mx_17,float,Currently enrolled in primary: Age 17:Quintile 3 Male
3943,cl_pQuint4Mx_17,float,Currently enrolled in primary: Age 17:Quintile 4 Male
3944,cl_pQuint5Mx_17,float,Currently enrolled in primary: Age 17:Richest quintile Male
3945,cl_pQuint1Fx_17,float,Currently enrolled in primary: Age 17:Poorest quintile Female
3946,cl_pQuint2Fx_17,float,Currently enrolled in primary: Age 17:Quintile 2 Female
3947,cl_pQuint3Fx_17,float,Currently enrolled in primary: Age 17:Quintile 3 Female
3948,cl_pQuint4Fx_17,float,Currently enrolled in primary: Age 17:Quintile 4 Female
3949,cl_pQuint5Fx_17,float,Currently enrolled in primary: Age 17:Richest quintile Female
3950,cl_sMalUrb_17,float,Currently enrolled in secondary: Age 17:Male Urban
3951,cl_sFemUrb_17,float,Currently enrolled in secondary: Age 17:Female Urban
3952,cl_sMalRur_17,float,Currently enrolled in secondary: Age 17:Male Rural
3953,cl_sFemRur_17,float,Currently enrolled in secondary: Age 17:Female Rural
3954,cl_sQuint1M_17,float,Currently enrolled in secondary: Age 17:Poorest quintile Male
3955,cl_sQuint2M_17,float,Currently enrolled in secondary: Age 17:Quintile 2 Male
3956,cl_sQuint3M_17,float,Currently enrolled in secondary: Age 17:Quintile 3 Male
3957,cl_sQuint4M_17,float,Currently enrolled in secondary: Age 17:Quintile 4 Male
3958,cl_sQuint5M_17,float,Currently enrolled in secondary: Age 17:Richest quintile Male
3959,cl_sQuint1F_17,float,Currently enrolled in secondary: Age 17:Poorest quintile Female
3960,cl_sQuint2F_17,float,Currently enrolled in secondary: Age 17:Quintile 2 Female
3961,cl_sQuint3F_17,float,Currently enrolled in secondary: Age 17:Quintile 3 Female
3962,cl_sQuint4F_17,float,Currently enrolled in secondary: Age 17:Quintile 4 Female
3963,cl_sQuint5F_17,float,Currently enrolled in secondary: Age 17:Richest quintile Female
3964,cl_sQuint1Mx_17,float,Currently enrolled in secondary: Age 17:Poorest quintile Male
3965,cl_sQuint2Mx_17,float,Currently enrolled in secondary: Age 17:Quintile 2 Male
3966,cl_sQuint3Mx_17,float,Currently enrolled in secondary: Age 17:Quintile 3 Male
3967,cl_sQuint4Mx_17,float,Currently enrolled in secondary: Age 17:Quintile 4 Male
3968,cl_sQuint5Mx_17,float,Currently enrolled in secondary: Age 17:Richest quintile Male
3969,cl_sQuint1Fx_17,float,Currently enrolled in secondary: Age 17:Poorest quintile Female
3970,cl_sQuint2Fx_17,float,Currently enrolled in secondary: Age 17:Quintile 2 Female
3971,cl_sQuint3Fx_17,float,Currently enrolled in secondary: Age 17:Quintile 3 Female
3972,cl_sQuint4Fx_17,float,Currently enrolled in secondary: Age 17:Quintile 4 Female
3973,cl_sQuint5Fx_17,float,Currently enrolled in secondary: Age 17:Richest quintile Female
3974,cl_tMalUrb_17,float,Currently enrolled in teriary: Age 17:Male Urban
3975,cl_tFemUrb_17,float,Currently enrolled in teriary: Age 17:Female Urban
3976,cl_tMalRur_17,float,Currently enrolled in teriary: Age 17:Male Rural
3977,cl_tFemRur_17,float,Currently enrolled in teriary: Age 17:Female Rural
3978,cl_tQuint1M_17,float,Currently enrolled in teriary: Age 17:Poorest quintile Male
3979,cl_tQuint2M_17,float,Currently enrolled in teriary: Age 17:Quintile 2 Male
3980,cl_tQuint3M_17,float,Currently enrolled in teriary: Age 17:Quintile 3 Male
3981,cl_tQuint4M_17,float,Currently enrolled in teriary: Age 17:Quintile 4 Male
3982,cl_tQuint5M_17,float,Currently enrolled in teriary: Age 17:Richest quintile Male
3983,cl_tQuint1F_17,float,Currently enrolled in teriary: Age 17:Poorest quintile Female
3984,cl_tQuint2F_17,float,Currently enrolled in teriary: Age 17:Quintile 2 Female
3985,cl_tQuint3F_17,float,Currently enrolled in teriary: Age 17:Quintile 3 Female
3986,cl_tQuint4F_17,float,Currently enrolled in teriary: Age 17:Quintile 4 Female
3987,cl_tQuint5F_17,float,Currently enrolled in teriary: Age 17:Richest quintile Female
3988,cl_tQuint1Mx_17,float,Currently enrolled in teriary: Age 17:Poorest quintile Male
3989,cl_tQuint2Mx_17,float,Currently enrolled in teriary: Age 17:Quintile 2 Male
3990,cl_tQuint3Mx_17,float,Currently enrolled in teriary: Age 17:Quintile 3 Male
3991,cl_tQuint4Mx_17,float,Currently enrolled in teriary: Age 17:Quintile 4 Male
3992,cl_tQuint5Mx_17,float,Currently enrolled in teriary: Age 17:Richest quintile Male
3993,cl_tQuint1Fx_17,float,Currently enrolled in teriary: Age 17:Poorest quintile Female
3994,cl_tQuint2Fx_17,float,Currently enrolled in teriary: Age 17:Quintile 2 Female
3995,cl_tQuint3Fx_17,float,Currently enrolled in teriary: Age 17:Quintile 3 Female
3996,cl_tQuint4Fx_17,float,Currently enrolled in teriary: Age 17:Quintile 4 Female
3997,cl_tQuint5Fx_17,float,Currently enrolled in teriary: Age 17:Richest quintile Female
3998,cl_pAll_18,float,Currently enrolled in primary: Age 18:All
3999,cl_pUrban_18,float,Currently enrolled in primary: Age 18:Urban
4000,cl_pRural_18,float,Currently enrolled in primary: Age 18:Rural
4001,cl_pMale_18,float,Currently enrolled in primary: Age 18:Male
4002,cl_pFemale_18,float,Currently enrolled in primary: Age 18:Female
4003,cl_pQuint1_18,float,Currently enrolled in primary: Age 18:Poorest quintile
4004,cl_pQuint2_18,float,Currently enrolled in primary: Age 18:Quintile 2
4005,cl_pQuint3_18,float,Currently enrolled in primary: Age 18:Quintile 3
4006,cl_pQuint4_18,float,Currently enrolled in primary: Age 18:Quintile 4
4007,cl_pQuint5_18,float,Currently enrolled in primary: Age 18:Richest quintile Male
4008,cl_pQuint1x_18,float,Currently enrolled in primary: Age 18:Poorest quintile
4009,cl_pQuint2x_18,float,Currently enrolled in primary: Age 18:Quintile 2
4010,cl_pQuint3x_18,float,Currently enrolled in primary: Age 18:Quintile 3
4011,cl_pQuint4x_18,float,Currently enrolled in primary: Age 18:Quintile 4
4012,cl_pQuint5x_18,float,Currently enrolled in primary: Age 18:Richest quintile
4013,cl_sAll_18,float,Currently enrolled in secondary: Age 18:All
4014,cl_sUrban_18,float,Currently enrolled in secondary: Age 18:Urban
4015,cl_sRural_18,float,Currently enrolled in secondary: Age 18:Rural
4016,cl_sMale_18,float,Currently enrolled in secondary: Age 18:Male
4017,cl_sFemale_18,float,Currently enrolled in secondary: Age 18:Female
